id,level,category,question,correct,image,reason
L5-24,5,Kirchenmusik & Chor,Was ist ein „Offertorium“?,Gesang zur Gabenbereitung,images/icon-512.png,neutral-logo
L5-25,5,Kirchenmusik & Chor,Was ist ein „Vesperpsalm“?,Psalm im Abendgebet,images/icon-512.png,neutral-logo
L5-26,5,Formen & Gattungen,Was ist eine „sinfonische Dichtung“?,Orchesterwerk mit aussermusikalischem Programm,images/liszt.png,text:sinfonische dichtung->liszt
L5-27,5,Formen & Gattungen,Was ist ein „Charakterstück“?,kurzes Stück mit bestimmter Stimmung oder Idee,images/icon-512.png,neutral-logo
L5-28,5,Formen & Gattungen,Was bedeutet „Variationsform“?,Ein Thema wird verändert wiederholt,images/icon-512.png,neutral-logo
L5-29,5,Formen & Gattungen,Was ist eine „Ouvertüre“?,Eröffnungsstück zu Oper oder Konzertwerk,images/icon-512.png,neutral-logo
L5-30,5,Formen & Gattungen,Was ist eine „Etüde“?,Übungs- oder Konzertstück mit technischem Schwerpunkt,images/icon-512.png,neutral-logo
L5-31,5,Musikleben & Praxis,Welcher Schweizer Komponist schrieb das Oratorium „Le Roi David“?,Arthur Honegger,images/honegger.jpg,correct-answer:arthur honegger->honegger
L5-32,5,Musikleben & Praxis,Welcher Komponist wurde in Bonn geboren?,Beethoven,images/beethoven.webp,correct-answer:beethoven->beethoven
L5-33,5,Musikleben & Praxis,Welcher Komponist stammt aus Salzburg?,Mozart,images/Mozart.jpg,correct-answer:mozart->mozart
L5-34,5,Musikleben & Praxis,Welcher Komponist ist besonders mit Wien verbunden und schrieb viele Lieder?,Schubert,images/schubert.png,correct-answer:schubert->schubert
L5-35,5,Musikleben & Praxis,Was ist die Aufgabe der Konzertmeisterin oder des Konzertmeisters im Orchester?,Führung der ersten Violinen und wichtige Vermittlung zum Dirigat,images/icon-512.png,neutral-logo
L5-36,5,Musikleben & Praxis,Was ist ein Laienchor?,Chor mit nicht-beruflichen Sänger:innen,images/icon-512.png,neutral-logo
L5-37,5,Musikleben & Praxis,Was bedeutet „Uraufführung“?,Erste öffentliche Aufführung eines Werkes,images/icon-512.png,neutral-logo
L5-38,5,Musikleben & Praxis,Was ist ein Dirigent?,Musikalischer Leiter eines Ensembles,images/icon-512.png,neutral-logo
L5-39,5,Musikleben & Praxis,Was ist eine Partitur?,Notentext mit allen Stimmen eines Werkes,images/icon-512.png,neutral-logo
L5-40,5,Musikleben & Praxis,Was ist eine Generalprobe?,Letzte grosse Probe vor der Aufführung,images/icon-512.png,neutral-logo
L6-1,6,Kirchenmusik & Chor,Wer komponierte die berühmte 'Marienvesper' von 1610?,Monteverdi,images/monteverdi.jpg,correct-answer:monteverdi->monteverdi
L6-2,6,Epochen & Stil,Welcher Komponist gilt als zentraler Vertreter der römischen Vokalpolyphonie der Renaissance?,Palestrina,images/palestrina.jpg,correct-answer:palestrina->palestrina
L6-3,6,Oper & Musiktheater,Wer komponierte 'Dido and Aeneas'?,Purcell,images/purcell.jpg,correct-answer:purcell->purcell
L6-4,6,Oper & Musiktheater,Welcher Komponist ist besonders mit der französischen Hofoper unter Ludwig XIV. verbunden?,Lully,images/lully.jpg,correct-answer:lully->lully
L6-5,6,Formen & Gattungen,Wer gilt als einer der wichtigsten Meister des Concerto grosso?,Corelli,images/corelli.jpg,correct-answer:corelli->corelli
L6-6,6,Komponisten,Welcher norddeutsche Komponist und Organist war ein wichtiger Vorgänger Bachs?,Buxtehude,images/buxtehude.jpg,correct-answer:buxtehude->buxtehude
L6-7,6,Kirchenmusik & Chor,Wer komponierte die 'Musikalischen Exequien'?,Heinrich Schütz,images/schuetz.jpg,correct-answer:heinrich schütz->schuetz
L6-8,6,Kirchenmusik & Chor,Welcher Komponist schrieb das Oratorium 'Messiah'?,Händel,images/handel.jpg,correct-answer:händel->handel
L6-9,6,Komponisten,Welcher Komponist wird stark mit venezianischer Mehrchörigkeit verbunden?,Giovanni Gabrieli,images/ggabrieli.jpg,correct-answer:giovanni gabrieli->ggabrieli
L6-10,6,Epochen & Stil,Welcher Bach-Sohn steht besonders für den empfindsamen Stil zwischen Barock und Klassik?,Carl Philipp Emanuel Bach,images/cpebach.jpg,correct-answer:carl philipp emanuel bach->cpebach
L6-11,6,Instrumente & Besetzungen,Was bedeuten „con sordino“ und „senza sordino“ bei Streichinstrumenten?,mit Dämpfer / ohne Dämpfer,images/icon-512.png,neutral-logo
L6-12,6,Kirchenmusik & Chor,Welcher Text gehört fest zum lateinischen Messordinarium?,Kyrie,images/icon-512.png,neutral-logo
L6-13,6,Kirchenmusik & Chor,Welcher Satz gehört nicht zum gewöhnlichen Messordinarium?,Magnificat,images/icon-512.png,neutral-logo
L6-14,6,Kirchenmusik & Chor,Was ist ein Choral im evangelischen Kontext?,Gemeindelied,images/icon-512.png,neutral-logo
L6-15,6,Kirchenmusik & Chor,Was bedeutet „divisi“ in Chornoten?,Eine Stimmgruppe teilt sich auf,images/icon-512.png,neutral-logo
L6-16,6,Kirchenmusik & Chor,Was ist ein Requiem?,Totenmesse,images/icon-512.png,neutral-logo
L6-17,6,Kirchenmusik & Chor,Welcher Lobgesang beginnt mit „Magnificat anima mea Dominum“?,Magnificat,images/icon-512.png,neutral-logo
L6-18,6,Kirchenmusik & Chor,Was ist ein „Stabat Mater“?,Geistlicher Text über Maria unter dem Kreuz,images/icon-512.png,neutral-logo
L6-19,6,Kirchenmusik & Chor,Was ist ein „Te Deum“?,Feierlicher lateinischer Lobgesang,images/icon-512.png,neutral-logo
L6-20,6,Kirchenmusik & Chor,Was bezeichnet „Psalmvertonung“?,Musikalische Vertonung eines biblischen Psalms,images/icon-512.png,neutral-logo
L6-21,6,Formen & Gattungen,Was ist ein „Nocturne“?,meist lyrisches Nachtstück,images/chopin.jpg,text:chopin->chopin
L6-22,6,Formen & Gattungen,Was ist ein „Impromptu“?,Charakterstück mit improvisatorischem Eindruck,images/icon-512.png,neutral-logo
L6-23,6,Formen & Gattungen,Was bezeichnet „Thema mit Variationen“?,Thema wird mehrfach verändert,images/icon-512.png,neutral-logo
L6-24,6,Formen & Gattungen,Was ist eine „Serenade“?,oft unterhaltendes mehrsätziges Werk,images/icon-512.png,neutral-logo
L6-25,6,Formen & Gattungen,Was ist ein „Liedzyklus“?,Sammlung zusammengehöriger Lieder,images/icon-512.png,neutral-logo
L6-26,6,Epochen & Stil,"Welche Schule ist mit Komponisten wie Haydn, Mozart und Beethoven verbunden?",Wiener Klassik,images/jhaydn.jpg,correct-answer:wiener klassik->jhaydn
L6-27,6,Epochen & Stil,Welche Stilrichtung steht oft für extreme Ausdrucksspannung und Auflösung der traditionellen Tonalität?,Expressionismus,images/icon-512.png,neutral-logo
L6-28,6,Epochen & Stil,Welche Epoche ist stark mit Polyphonie und Vokalwerken von Palestrina verbunden?,Renaissance,images/palestrina.jpg,text:palestrina->palestrina
L6-29,6,Epochen & Stil,Welche Richtung steht für mathematisch organisierte Reihenprinzipien nach 1945?,Serialismus,images/cage.jpg,text:avantgarde->cage
L6-30,6,Oper & Musiktheater,Welche Stilrichtung der Oper betont schönen Gesang und Virtuosität?,Belcanto,images/icon-512.png,neutral-logo
L6-31,6,Hören & Begriffe,Was bedeutet allegro?,schnell,images/icon-512.png,neutral-logo
L6-32,6,Hören & Begriffe,Was bedeutet adagio?,langsam,images/icon-512.png,neutral-logo
L6-33,6,Hören & Begriffe,Was bedeutet legato?,gebunden,images/icon-512.png,neutral-logo
L6-34,6,Hören & Begriffe,Was bedeutet staccato?,kurz und getrennt,images/icon-512.png,neutral-logo
L6-35,6,Hören & Begriffe,Was ist ein Takt?,Ein rhythmischer Abschnitt mit regelmässiger Betonung,images/icon-512.png,neutral-logo
L6-36,6,Hören & Begriffe,Was bedeutet Auftakt?,Unvollständiger Takt vor dem ersten Volltakt,images/icon-512.png,neutral-logo
L6-37,6,Hören & Begriffe,Was bedeutet ritardando?,langsamer werden,images/icon-512.png,neutral-logo
L6-38,6,Hören & Begriffe,Was bedeutet accelerando?,schneller werden,images/icon-512.png,neutral-logo
L6-39,6,Hören & Begriffe,Was bedeutet Da capo?,Von Anfang an wiederholen,images/icon-512.png,neutral-logo
L6-40,6,Hören & Begriffe,Was bedeutet Fine in Noten?,Ende,images/icon-512.png,neutral-logo
L7-1,7,Epochen & Stil,Welcher Komponist wird häufig mit dem musikalischen Impressionismus verbunden?,Claude Debussy,images/debussy.jpg,correct-answer:claude debussy->debussy
L7-2,7,Werkkunde,Wer komponierte den berühmten 'Boléro'?,Maurice Ravel,images/ravel.jpg,correct-answer:maurice ravel->ravel
L7-3,7,Epochen & Stil,Welcher Komponist schrieb 'Le Sacre du printemps'?,Igor Strawinsky,images/stravinsky.jpg,correct-answer:igor strawinsky->stravinsky
L7-4,7,Epochen & Stil,Wer entwickelte die Zwölftontechnik?,Arnold Schönberg,images/schoenberg.jpg,correct-answer:arnold schönberg->schoenberg
L7-5,7,Epochen & Stil,Welcher Komponist gehört zur Zweiten Wiener Schule?,Anton Webern,images/webern.jpg,correct-answer:anton webern->webern
L7-6,7,Oper & Musiktheater,Wer komponierte die Oper 'Wozzeck'?,Alban Berg,images/albanberg.jpg,correct-answer:alban berg->albanberg
L7-7,7,Komponisten,Welcher Komponist ist besonders mit experimenteller Musik und dem Stück '4′33″' verbunden?,John Cage,images/cage.jpg,correct-answer:john cage->cage
L7-8,7,Werkkunde,Wer komponierte 'Carmina Burana'?,Carl Orff,images/orff.jpg,correct-answer:carl orff->orff
L7-9,7,Epochen & Stil,Welcher amerikanische Komponist schrieb 'Appalachian Spring'?,Aaron Copland,images/copland.jpg,correct-answer:aaron copland->copland
L7-10,7,Kirchenmusik & Chor,Wer komponierte das 'War Requiem'?,Benjamin Britten,images/britten.jpg,correct-answer:benjamin britten->britten
L7-11,7,Musiktheorie-Basics,Wie viele Halbtöne hat eine reine Quinte?,7,images/icon-512.png,neutral-logo
L7-12,7,Musiktheorie-Basics,Wie viele Halbtöne hat eine grosse Terz?,4,images/icon-512.png,neutral-logo
L7-13,7,Musiktheorie-Basics,Welches Intervall liegt zwischen C und F?,Quarte,images/icon-512.png,neutral-logo
L7-14,7,Musiktheorie-Basics,Welche Tonart hat drei Kreuze?,A-Dur,images/icon-512.png,neutral-logo
L7-15,7,Musiktheorie-Basics,Welche Tonart hat zwei B?,B-Dur,images/icon-512.png,neutral-logo
L7-16,7,Hören & Begriffe,Was bedeutet „legato“?,Gebunden,images/icon-512.png,neutral-logo
L7-17,7,Hören & Begriffe,Was bedeutet „staccato“?,Kurz getrennt,images/icon-512.png,neutral-logo
L7-18,7,Hören & Begriffe,Was bedeutet „crescendo“?,Lauter werden,images/icon-512.png,neutral-logo
L7-19,7,Hören & Begriffe,Was bedeutet „diminuendo“?,Leiser werden,images/icon-512.png,neutral-logo
L7-20,7,Musiktheorie-Basics,Was ist eine Synkope?,Betonungsverschiebung,images/icon-512.png,neutral-logo
L7-21,7,Epochen & Stil,Was bedeutet „atonal“ vereinfacht gesagt?,ohne festes tonales Zentrum,images/icon-512.png,neutral-logo
L7-22,7,Epochen & Stil,Welche Epoche entwickelte die Sonatenhauptsatzform besonders stark weiter?,Klassik,images/icon-512.png,neutral-logo
L7-23,7,Epochen & Stil,Welche Richtung ist mit Komponisten wie Steve Reich und Philip Glass verbunden?,Minimal Music,images/icon-512.png,neutral-logo
L7-24,7,Epochen & Stil,Was meint „Historismus“ in der Musik grob?,bewusster Rückgriff auf ältere Stile,images/icon-512.png,neutral-logo
L7-25,7,Epochen & Stil,"Welche Epoche ist besonders mit höfischen Tänzen, Generalbass und Concerto grosso verbunden?",Barock,images/icon-512.png,neutral-logo
L7-26,7,Instrumente & Besetzungen,Was ist ein Englischhorn?,tieferes Oboeninstrument,images/icon-512.png,neutral-logo
L7-27,7,Instrumente & Besetzungen,Welches Instrument ist die tiefere Schwester der Oboe?,Englischhorn,images/icon-512.png,neutral-logo
L7-28,7,Instrumente & Besetzungen,Welches Instrument spielt häufig die Basslinie im Barock-Continuo?,Violoncello,images/icon-512.png,neutral-logo
L7-29,7,Instrumente & Besetzungen,Was ist eine Celesta?,Tasteninstrument mit glockenartigem Klang,images/Tchaikovsky.jpg,text:tschaikowsky->tchaikovsky
L7-30,7,Instrumente & Besetzungen,Welches Instrument gehört zu den Doppelrohrblattinstrumenten?,Oboe,images/icon-512.png,neutral-logo
L7-31,7,Musiktheorie-Basics,Wie viele Halbtöne hat eine Oktave?,12,images/icon-512.png,neutral-logo
L7-32,7,Musiktheorie-Basics,Welches Intervall umfasst acht Tonstufen?,Oktave,images/icon-512.png,neutral-logo
L7-33,7,Musiktheorie-Basics,Was bedeutet forte?,laut,images/icon-512.png,neutral-logo
L7-34,7,Musiktheorie-Basics,Was bedeutet piano?,leise,images/icon-512.png,neutral-logo
L7-35,7,Musiktheorie-Basics,Was bedeutet crescendo?,lauter werden,images/icon-512.png,neutral-logo
L7-36,7,Musiktheorie-Basics,Was bedeutet diminuendo?,leiser werden,images/icon-512.png,neutral-logo
L7-37,7,Musiktheorie-Basics,Welche Tonart hat ein Kreuz als Vorzeichen?,G-Dur,images/icon-512.png,neutral-logo
L7-38,7,Musiktheorie-Basics,Welche Tonart hat ein b als Vorzeichen?,F-Dur,images/icon-512.png,neutral-logo
L7-39,7,Musiktheorie-Basics,Was ist ein Dreiklang?,Akkord aus drei verschiedenen Tönen,images/icon-512.png,neutral-logo
L7-40,7,Musiktheorie-Basics,Was ist eine Dur-Tonleiter?,Tonleiter mit charakteristischer grosser Terz,images/icon-512.png,neutral-logo
L8-1,8,Formen & Gattungen,"Welche Gattung vertont normalerweise die festen Teile der katholischen Liturgie wie Kyrie, Gloria, Credo, Sanctus und Agnus Dei?",Messe,images/icon-512.png,neutral-logo
L8-2,8,Kirchenmusik & Chor,Welche Gattung ist eine Vertonung der Totenmesse?,Requiem,images/britten.jpg,text:britten->britten
L8-3,8,Formen & Gattungen,Welche Gattung erzählt musikalisch die Leidensgeschichte Jesu?,Passion,images/bach.jpg,correct-answer:passion->bach
L8-4,8,Kirchenmusik & Chor,Was unterscheidet ein Oratorium typischerweise von einer Oper?,Es ist meist konzertant und nicht szenisch gespielt,images/icon-512.png,neutral-logo
L8-5,8,Formen & Gattungen,Welche Gattung ist besonders eng mit mehrstimmiger geistlicher Vokalmusik verbunden?,Motette,images/icon-512.png,neutral-logo
L8-6,8,Kirchenmusik & Chor,Was meint 'a cappella' im Chorkontext?,Gesang ohne instrumentale Begleitung,images/icon-512.png,neutral-logo
L8-7,8,Kirchenmusik & Chor,Welche Aussage beschreibt eine Kantate am besten?,"Ein mehrsätziges Vokalwerk, oft mit Chor, Solisten und Instrumenten",images/icon-512.png,neutral-logo
L8-8,8,Kirchenmusik & Chor,Was ist ein Choral im protestantischen Kirchenmusik-Kontext?,Ein geistliches Gemeindelied,images/bach.jpg,text:passion->bach
L8-9,8,Kirchenmusik & Chor,Welche Besetzung meint die Abkürzung SATB im Chor?,"Sopran, Alt, Tenor, Bass",images/icon-512.png,neutral-logo
L8-10,8,Formen & Gattungen,Welche Musikform ist besonders typisch für die Renaissance-Vokalpolyphonie?,"Mehrstimmige, oft imitative Vokalmusik",images/palestrina.jpg,text:palestrina->palestrina
L8-11,8,Instrumente & Besetzungen,Zu welcher Instrumentenfamilie gehört die Oboe?,Holzbläser,images/icon-512.png,neutral-logo
L8-12,8,Instrumente & Besetzungen,Welches Instrument verwendet ein Doppelrohrblatt?,Fagott,images/icon-512.png,neutral-logo
L8-13,8,Instrumente & Besetzungen,Welches Instrument ist das tiefste reguläre Streichinstrument im Sinfonieorchester?,Kontrabass,images/icon-512.png,neutral-logo
L8-14,8,Instrumente & Besetzungen,Welches Blechblasinstrument besitzt meist einen Zug?,Posaune,images/icon-512.png,neutral-logo
L8-15,8,Instrumente & Besetzungen,Welches Instrument ist ein Tasteninstrument mit gezupften Saiten?,Cembalo,images/icon-512.png,neutral-logo
L8-16,8,Instrumente & Besetzungen,Welches Instrument kann besonders lange Töne durch Luftreservoir und Tasten erzeugen?,Orgel,images/icon-512.png,neutral-logo
L8-17,8,Instrumente & Besetzungen,Welches Schlaginstrument kann bestimmte Tonhöhen spielen und wird mit Pedal gestimmt?,Pauke,images/icon-512.png,neutral-logo
L8-18,8,Instrumente & Besetzungen,Welches Instrument gehört zu den tiefen Holzblasinstrumenten?,Kontrafagott,images/icon-512.png,neutral-logo
L8-19,8,Instrumente & Besetzungen,Welches Instrument ist eine tiefer klingende Bauform der Klarinette?,Bassklarinette,images/icon-512.png,neutral-logo
L8-20,8,Instrumente & Besetzungen,Welches Instrument spielt im Orchester häufig die Stimmgabel-Rolle beim Einstimmen?,Oboe,images/icon-512.png,neutral-logo
L8-21,8,Instrumente & Besetzungen,Was bedeutet „pizzicato“ bei Streichinstrumenten?,gezupft,images/icon-512.png,neutral-logo
L8-22,8,Instrumente & Besetzungen,Was bedeutet „arco“ bei Streichinstrumenten?,mit dem Bogen,images/icon-512.png,neutral-logo
L8-23,8,Instrumente & Besetzungen,Welches Instrument gehört nicht zu den klassischen Holzbläsern des Sinfonieorchesters?,Saxophon,images/icon-512.png,neutral-logo
L8-24,8,Instrumente & Besetzungen,Was ist ein „Register“ bei der Orgel?,Klangfarbe/Pfeifenreihe,images/icon-512.png,neutral-logo
L8-25,8,Instrumente & Besetzungen,Welche Besetzung entspricht dem klassischen Streichquartett?,"zwei Violinen, Viola, Violoncello",images/icon-512.png,neutral-logo
L8-26,8,Musiktheorie-Basics,Was ist eine Kadenz in der Harmonielehre?,Schlusswendung von Akkorden,images/icon-512.png,neutral-logo
L8-27,8,Musiktheorie-Basics,Welche Stufe ist in C-Dur die Dominante?,G,images/icon-512.png,neutral-logo
L8-28,8,Musiktheorie-Basics,Welche Stufe ist in C-Dur die Subdominante?,F,images/icon-512.png,neutral-logo
L8-29,8,Musiktheorie-Basics,Was ist ein Leitton in Dur?,siebte Stufe mit Zug zur Tonika,images/icon-512.png,neutral-logo
L8-30,8,Musiktheorie-Basics,Was ist eine enharmonische Verwechslung?,derselbe Ton anders benannt,images/icon-512.png,neutral-logo
L8-31,8,Kirchenmusik & Chor,In welcher Sprache sind viele klassische Messvertonungen geschrieben?,Latein,images/icon-512.png,neutral-logo
L8-32,8,Kirchenmusik & Chor,Was ist ein Magnificat?,Der Lobgesang Marias,images/icon-512.png,neutral-logo
L8-33,8,Kirchenmusik & Chor,Welcher Komponist schrieb das Oratorium „Elias“?,Mendelssohn,images/mendelssohn.jpg,correct-answer:mendelssohn->mendelssohn
L8-34,8,Kirchenmusik & Chor,Was ist ein Psalm?,Ein biblischer Gebets- oder Gesangstext,images/icon-512.png,neutral-logo
L8-35,8,Kirchenmusik & Chor,Was meint „gemischter Chor“?,Chor mit Frauen- und Männerstimmen,images/icon-512.png,neutral-logo
L8-36,8,Kirchenmusik & Chor,Was bedeutet homophon im Chorsatz?,Die Stimmen bewegen sich rhythmisch weitgehend gemeinsam,images/icon-512.png,neutral-logo
L8-37,8,Kirchenmusik & Chor,Welcher Teil gehört typischerweise zur Messe?,Kyrie,images/icon-512.png,neutral-logo
L8-38,8,Kirchenmusik & Chor,Was ist ein Orgelpunkt?,"Ein lang gehaltener Ton, oft im Bass",images/icon-512.png,neutral-logo
L8-39,8,Kirchenmusik & Chor,Was ist ein Kanon?,Stimmen setzen nacheinander mit derselben Melodie ein,images/icon-512.png,neutral-logo
L8-40,8,Kirchenmusik & Chor,Welche Stimme liegt im gemischten Chor meist am tiefsten?,Bass,images/icon-512.png,neutral-logo
L9-1,9,Formen & Gattungen,Welche Gattung ist typischerweise ein mehrsätziges Werk für Orchester?,Sinfonie,images/icon-512.png,neutral-logo
L9-2,9,Formen & Gattungen,Was bezeichnet eine Sonate im klassischen Sinn meistens?,Ein mehrsätziges Instrumentalwerk,images/icon-512.png,neutral-logo
L9-3,9,Formen & Gattungen,"Welche Form arbeitet besonders mit einem Thema, das nacheinander in verschiedenen Stimmen einsetzt?",Fuge,images/bach.jpg,text:johann sebastian bach->bach
L9-4,9,Formen & Gattungen,Was ist eine Variation?,Eine veränderte Wiederholung eines Themas,images/icon-512.png,neutral-logo
L9-5,9,Formen & Gattungen,Was ist ein Konzert im klassischen Sinn?,Ein Werk mit solistischem Instrument und Orchester,images/vivaldi.webp,text:vivaldi->vivaldi
L9-6,9,Formen & Gattungen,Was meint 'Concerto grosso'?,Ein barockes Konzert mit kleiner Solistengruppe und Orchester,images/icon-512.png,neutral-logo
L9-7,9,Formen & Gattungen,Welche Gattung ist eine Folge von Tänzen oder tanzartigen Sätzen?,Suite,images/icon-512.png,neutral-logo
L9-8,9,Formen & Gattungen,Was ist eine Ouvertüre?,Ein eröffnendes Instrumentalstück,images/icon-512.png,neutral-logo
L9-9,9,Oper & Musiktheater,Was ist der Unterschied zwischen Rezitativ und Arie in der Oper?,"Das Rezitativ treibt die Handlung voran, die Arie verweilt stärker im Ausdruck",images/icon-512.png,neutral-logo
L9-10,9,Formen & Gattungen,Was ist eine sinfonische Dichtung?,Ein einsätziges Orchesterwerk mit aussermusikalischem Programm,images/liszt.png,text:sinfonische dichtung->liszt
L9-11,9,Musikleben & Praxis,Was macht ein Konzertmeister oder eine Konzertmeisterin im Orchester?,Führt die ersten Violinen und vermittelt zur Leitung,images/icon-512.png,neutral-logo
L9-12,9,Musikleben & Praxis,Was bedeutet „Stimmton A = 440 Hz“?,Referenzton zum Stimmen,images/icon-512.png,neutral-logo
L9-13,9,Musikleben & Praxis,Was ist eine Generalprobe?,Letzte grosse Probe vor der Aufführung,images/icon-512.png,neutral-logo
L9-14,9,Musikleben & Praxis,Was bedeutet „Besetzung“ in der Musikpraxis?,Welche Stimmen/Instrumente benötigt werden,images/icon-512.png,neutral-logo
L9-15,9,Formen & Gattungen,Was ist eine Kadenz im Solokonzert?,Virtuose solistische Passage,images/icon-512.png,neutral-logo
L9-16,9,Musikleben & Praxis,Was bedeutet „vom Blatt spielen“?,Ohne vorheriges Üben direkt lesen und spielen,images/icon-512.png,neutral-logo
L9-17,9,Hören & Begriffe,Was bezeichnet „Intonation“?,Genauigkeit der Tonhöhe,images/icon-512.png,neutral-logo
L9-18,9,Musikleben & Praxis,Was ist ein Stimmführer im Chor?,Leitende Person einer Stimme,images/icon-512.png,neutral-logo
L9-19,9,Musikleben & Praxis,Was ist ein Programmheft?,Begleittext zum Konzert,images/icon-512.png,neutral-logo
L9-20,9,Hören & Begriffe,Was bedeutet „Tutti“?,Alle zusammen,images/icon-512.png,neutral-logo
L9-21,9,Musiktheorie-Basics,Welche Taktart hat drei Viertel pro Takt?,3/4,images/icon-512.png,neutral-logo
L9-22,9,Musiktheorie-Basics,Was bedeutet „alla breve“?,meist Zweiertakt mit halber Note als Zähleinheit,images/icon-512.png,neutral-logo
L9-23,9,Musiktheorie-Basics,Was ist eine Triole?,drei Noten im Raum von zwei gleichwertigen Noten,images/icon-512.png,neutral-logo
L9-24,9,Musiktheorie-Basics,Was bedeutet „chromatisch“?,in Halbtonschritten,images/icon-512.png,neutral-logo
L9-25,9,Musiktheorie-Basics,Was bedeutet „diatonisch“?,innerhalb einer Tonleiter,images/icon-512.png,neutral-logo
L9-26,9,Musikleben & Praxis,Was bedeutet „Transposition“?,Übertragung in eine andere Tonhöhe oder Tonart,images/icon-512.png,neutral-logo
L9-27,9,Musikleben & Praxis,Was ist ein „Korrepetitor“?,musikalischer Begleiter und Probenpartner am Klavier,images/icon-512.png,neutral-logo
L9-28,9,Musikleben & Praxis,Was bedeutet „Einsingen“ im Chor nicht?,Ein vollständiges Durchsingen des Konzertprogramms,images/icon-512.png,neutral-logo
L9-29,9,Musikleben & Praxis,Was ist eine „Stimmprobe“?,Probe einer einzelnen Chor- oder Instrumentengruppe,images/icon-512.png,neutral-logo
L9-30,9,Musikleben & Praxis,Was ist ein sinnvoller Zweck eines Probenplans?,"Prioritäten, Zeit und schwierige Stellen gezielt zu strukturieren",images/icon-512.png,neutral-logo
L9-31,9,Formen & Gattungen,"Wie nennt man eine klassische Form mit Exposition, Durchführung und Reprise?",Sonatenhauptsatzform,images/icon-512.png,neutral-logo
L9-32,9,Formen & Gattungen,"Wie nennt man ein Orchesterwerk, das eine Geschichte, ein Bild oder eine Idee musikalisch darstellt?",Sinfonische Dichtung,images/liszt.png,correct-answer:sinfonische dichtung->liszt
L9-33,9,Formen & Gattungen,"Welche Form ist typisch, wenn ein Hauptthema immer wiederkehrt und von Zwischenteilen unterbrochen wird?",Rondo,images/icon-512.png,neutral-logo
L9-34,9,Formen & Gattungen,"Wie nennt man eine Folge von stilisierten Tänzen, besonders im Barock?",Suite,images/icon-512.png,neutral-logo
L9-35,9,Formen & Gattungen,Welche Gattung ist im Barock oft für zwei Oberstimmen und Basso continuo geschrieben?,Triosonate,images/icon-512.png,neutral-logo
L9-36,9,Formen & Gattungen,"Wie nennt man ein virtuoses Übungs- oder Vortragsstück, oft für Klavier?",Etüde,images/icon-512.png,neutral-logo
L9-37,9,Formen & Gattungen,"Welche Gattung bezeichnet ein mehrstimmiges weltliches Vokalstück, besonders in Renaissance und Frühbarock?",Madrigal,images/icon-512.png,neutral-logo
L9-38,9,Formen & Gattungen,"Wie nennt man ein freies, oft improvisatorisch wirkendes Instrumentalstück?",Fantasie,images/icon-512.png,neutral-logo
L9-39,9,Formen & Gattungen,"Welche Gattung ist ein kurzes lyrisches Klavierstück, besonders in der Romantik?",Charakterstück,images/icon-512.png,neutral-logo
L9-40,9,Formen & Gattungen,Was ist ein Streichquartett?,"Zwei Violinen, Viola und Violoncello",images/icon-512.png,neutral-logo
L10-1,10,Oper & Musiktheater,Welcher Komponist steht besonders am Übergang von Renaissance zu Barock und ist für die frühe Oper wichtig?,Claudio Monteverdi,images/monteverdi.jpg,correct-answer:claudio monteverdi->monteverdi
L10-2,10,Epochen & Stil,Welches Werk gilt als Schlüsselwerk der musikalischen Moderne und wurde 1913 in Paris uraufgeführt?,Le Sacre du printemps,images/stravinsky.jpg,correct-answer:le sacre->stravinsky
L10-3,10,Werkkunde,Welche Kombination ist korrekt?,Bach – Barock – Matthäus-Passion,images/bach.jpg,correct-answer:matthäus->bach
L10-4,10,Formen & Gattungen,Welche Aussage beschreibt eine Fuge am besten?,Ein Thema wird nacheinander in verschiedenen Stimmen imitiert und verarbeitet,images/icon-512.png,neutral-logo
L10-5,10,Epochen & Stil,Welche Komponisten gehören zur Zweiten Wiener Schule?,"Schönberg, Berg und Webern",images/schoenberg.jpg,correct-answer:schönberg->schoenberg
L10-6,10,Oper & Musiktheater,"Welche Gattung ist typischerweise konzertant, oft geistlich und nicht szenisch gespielt?",Oratorium,images/icon-512.png,neutral-logo
L10-7,10,Werkkunde,Welche Zuordnung ist falsch?,Ravel – Renaissance,images/ravel.jpg,correct-answer:ravel->ravel
L10-8,10,Werkkunde,Welches Werk gehört besonders zur tschechischen Nationalmusik?,Die Moldau,images/smetana.jpg,correct-answer:moldau->smetana
L10-9,10,Kirchenmusik & Chor,Welche Aussage zu einem Requiem ist richtig?,Es ist eine musikalische Vertonung der Totenmesse,images/britten.jpg,text:britten->britten
L10-10,10,Formen & Gattungen,Welche Kombination passt am besten zum Begriff 'sinfonische Dichtung'?,Programmmusik – Orchester – 19. Jahrhundert,images/liszt.png,text:sinfonische dichtung->liszt
L10-11,10,Hören & Begriffe,Welche Aussage beschreibt eine homophone Satzweise am besten?,Die Stimmen bewegen sich meist gemeinsam im gleichen oder ähnlichen Rhythmus,images/icon-512.png,neutral-logo
L10-12,10,Hören & Begriffe,Was bedeutet „polyphon“?,Mehrere selbständige Stimmen,images/icon-512.png,neutral-logo
L10-13,10,Hören & Begriffe,Was ist ein Ostinato?,Wiederholtes musikalisches Muster,images/icon-512.png,neutral-logo
